it	O	0.01746938775510204
out	P	0.0024864024864024864
don't	V	0.005509271701155604
ask	V	0.0010749798441279225
how	R	0.005871179416335693
or	&	0.003379012577435705
why	R	0.004317043688482128
just	R	0.009842859609739251
know	V	0.003628056973931739
does	V	0.0010749798441279225
lol	!	0.013656227239621267
@user_d908c17a	@	1
told	V	0.0010749798441279225
you	O	0.026938775510204082
it's	L	0.0048716507401161705
not	R	0.006216542911414264
even	R	0.002072180970471421
my	D	0.020501886173527963
halloween	^	0.0021484052222773093
costume	N	0.0006938662225922842
trololol	!	0.0003641660597232338
<333	E	0.00038160656363289447
@user_0b5e0aa7	@	1
-__-	E	0.0005724098454493417
boof	!	0.0003641660597232338
@user_096f97c9	@	1
good	A	0.005797101449275362
mawnin	N	0.0002775464890369137
gorgeous	A	0.00034100596760443307
yoooo	!	0.0003641660597232338
kobe	^	0.0008263097008758883
fan	N	0.0005550929780738274
tweet	V	0.0005374899220639613
me	O	0.0156734693877551
what's	L	0.0024358253700580853
#lakerin	V	0.0002687449610319806
@user_b3af03f1	@	1
@user_f5eeff1e	@	1
@user_709c203c	@	1
@user_c92ab6fd	@	1
#rush	#	1
there	X	0.0017660910518053376
no	D	0.0021321961620469083
excuses	N	0.0002775464890369137
us	^	0.0006610477607007106
soldiers	N	0.0002775464890369137
have	V	0.007659231389411448
ballets	N	0.0002775464890369137
vote	V	0.0008062348830959419
is	V	0.01639344262295082
@user_741d38b6	@	1
@user_440dfb5a	@	1
same	A	0.0011935208866155158
itd	L	0.00037474236462432077
this	O	0.0004897959183673469
random	A	0.0005115089514066496
chick	N	0.0006938662225922842
love	V	0.003628056973931739
rdj	^	0.0003305238803503553
no	!	0.001820830298616169
yeah	!	0.0012745812090313182
yo	O	0.00032653061224489796
photo	N	0.0012489592006661116
http://tumblr.com/xsgnbumjc	U	1
-	,	0.006644518272425249
$20	$	0.0003774297037176826
advance	N	0.0002775464890369137
via	P	0.0021756021756021756
http://bit.ly/bxptqn-	U	1
$25	$	0.0005661445555765239
door-	N	0.0002775464890369137
party	V	0.0002687449610319806
with	P	0.011033411033411034
chicago's	Z	0.00039108330074305825
elite-	N	0.0002775464890369137
network	N	0.0002775464890369137
opportunities	N	0.0002775464890369137
please	V	0.002553077129803816
over	P	0.0013986013986013986
soon	R	0.0010360904852357105
thanks	N	0.002497918401332223
@user_dfe42e91	@	1
first	A	0.0018755328218243818
time	N	0.0022203719122953097
seeing	V	1
ye's	Z	0.00039108330074305825
film	N	0.0002775464890369137
vh1«-what	G	0.00038182512409316535
think	V	0.0028218220908357967
about	P	0.005439005439005439
@user_b04bb969	@	1
r	V	0.0010749798441279225
scuba	N	0.0002775464890369137
diver	N	0.0002775464890369137
must	V	0.0006718624025799516
read	V	0.0010749798441279225
barracuda	^	0.0003305238803503553
this	D	0.012301131704116779
novel	N	0.0002775464890369137
has	V	0.002553077129803816
more	A	0.003069053708439898
thrills	N	0.0002775464890369137
than	P	0.002641802641802642
jaws	^	0.0003305238803503553
57	$	0.0003774297037176826
reviews	N	0.0002775464890369137
4stars	N	0.0002775464890369137
http://simurl.com	U	1
@user_8f0f9d3e	@	1
[	,	0.001444460494005489
sds]	G	0.00038182512409316535
favorite	A	0.0006820119352088661
song	N	0.0008326394671107411
new	A	0.006308610400682012
album	N	0.0006938662225922842
@user_60f2ca9e	@	1
*	,	0.0031778130868120756
cousin	N	0.00041631973355537054
deff	R	0.0003453634950785702
losing	V	1
ha	D	0.0003280301787764474
fckn	A	0.00034100596760443307
mind	N	0.0011101859561476548
smh	G	0.0021000381825124095
@user_79a40aaa	@	1
ya	!	0.0007283321194464676
bet	V	0.0008062348830959419
should	V	0.0016124697661918839
lots	N	0.00041631973355537054
of	P	0.01895881895881896
fun	N	0.0006938662225922842
:-)	E	0.00038160656363289447
@user_d009a287	@	1
ohhhhh	!	0.0003641660597232338
tru	A	0.0005115089514066496
hahaha	!	0.0016387472687545521
gotta	V	0.001209352324643913
stay	V	0.0005374899220639613
safe	R	0.0003453634950785702
!!!!	,	0.0015889065434060378
@user_d388ca71	@	1
became	V	0.0002687449610319806
mayor	N	0.0002775464890369137
off	^	0.0003305238803503553
5th	^	0.0003305238803503553
saks	^	0.0003305238803503553
fifth	^	0.0003305238803503553
avenue	^	0.0003305238803503553
outlet	N	0.0002775464890369137
@user_c1fbc1e2	@	1
http://4sq.com/crd7gp	U	1
@user_f9734926	@	1
nice	A	0.0006820119352088661
flight	N	0.00041631973355537054
beloved	A	0.00034100596760443307
sister	N	0.00041631973355537054
ce	G	0.00038182512409316535
@user_36ad6396	@	1
:)	E	0.006487311581759206
@user_bee12c88	@	1
lmfao	!	0.0012745812090313182
pub	N	0.0002775464890369137
quiz	N	0.0002775464890369137
starts	V	0.0002687449610319806
20	$	0.0007548594074353652
mins	N	0.00041631973355537054
@user_c1faf02c	@	1
southport	^	0.0003305238803503553
we're	L	0.0007494847292486415
there	R	0.0013814539803142809
'	,	0.0036111512350137224
til	P	0.0006216006216006216
11	$	0.0007548594074353652
so	P	0.004195804195804196
come	V	0.0018812147272238647
on	T	0.0015429122468659595
down	R	0.0012087722327749958
anytime	R	0.0006907269901571404
still	R	0.0029355897081678466
chance	N	0.0006938662225922842
win	V	0.0010749798441279225
@user_071ed83b	@	1
perfect	A	0.0006820119352088661
message	N	0.00041631973355537054
youtube	^	0.0013220955214014213
friend	N	0.0006938662225922842
@user_3eafd4d6	@	1
made	V	0.0013437248051599033
ahhhhhhhhh	!	0.0003641660597232338
huge	A	0.0008525149190110827
grin	N	0.0002775464890369137
;)	E	0.0017172295363480253
@user_67e01d5d	@	1
what	O	0.006204081632653061
happened	V	1
ruling	N	0.0002775464890369137
strikes	V	0.0002687449610319806
down	T	0.0017357762777242044
part	N	0.0012489592006661116
arizona	^	0.0003305238803503553
voter	N	0.0002775464890369137
id	N	0.0002775464890369137
law	N	0.0002775464890369137
-	G	0.0019091256204658267
yahoo	^	0.0004957858205255329
!	^	0.0004957858205255329
news	^	0.0004957858205255329
http://goo.gl/85th	U	1
well-	!	0.0003641660597232338
thank	V	0.0013437248051599033
god	^	0.0013220955214014213
suz	^	0.0003305238803503553
right	!	0.0007283321194464676
^_^	E	0.0005724098454493417
@user_ab0f8e58	@	1
@user_58f6f69d	@	1
cant	V	0.0006718624025799516
cus	P	0.0004662004662004662
probably	R	0.0013814539803142809
size	N	0.00041631973355537054
as	P	0.004351204351204351
bop	N	0.0002775464890369137
haha	!	0.0025491624180626364
@user_95480b7e	@	1
@user_4db51cab	@	1
yes	!	0.0023670793882010197
dm	V	0.00040311744154797097
an	D	0.003936362145317369
email	N	0.0005550929780738274
address	N	0.0002775464890369137
send	V	0.0006718624025799516
link	N	0.0006938662225922842
help	V	0.0009406073636119323
us	O	0.0026122448979591837
reach	V	0.0005374899220639613
500	$	0.0003774297037176826
"	,	0.01054456160624007
#glarex2mender	^	0.0003305238803503553
products	N	0.0005550929780738274
all	D	0.0032803017877644745
one	$	0.006416304963200604
#contest	N	0.0002775464890369137
details	N	0.00041631973355537054
http://bit.ly/d6umzd	U	1
rt/follow	V	0.0002687449610319806
@user_146aeed9	@	1
!"	,	0.00043333814820164666
@user_2e036a62	@	1
chris	^	0.0004957858205255329
bosh	^	0.0003305238803503553
velociraptor	N	0.0002775464890369137
court	N	0.0002775464890369137
beetlejuice's	Z	0.00039108330074305825
big	A	0.0010230179028132991
brother	N	0.0005550929780738274
paul	^	0.0008263097008758883
pierce	^	0.0003305238803503553
@user_ae4e077b	@	1
fasho	!	0.0003641660597232338
main	N	0.0002775464890369137
took	V	0.0009406073636119323
parts	N	0.00041631973355537054
you're	L	0.003372681281618887
absolutely	R	0.0005180452426178552
normal	A	0.0005115089514066496
girl	N	0.0020815986677768525
day	N	0.003469331112961421
saw	V	0.0008062348830959419
jazmyn	^	0.0003305238803503553
bi	^	0.0003305238803503553
..."	,	0.0005777841976021956
6	$	0.001321003963011889
try	V	0.0010749798441279225
http://bit.ly/aumrcl	U	1
we'll	L	0.000936855911560802
@user_01559ac3	@	1
knows	V	0.00040311744154797097
dick	N	0.0006938662225922842
@user_c61ebba6	@	1
tell	V	0.0009406073636119323
fool	N	0.00041631973355537054
smoke	V	0.00040311744154797097
sumthin	N	0.0002775464890369137
women	N	0.00041631973355537054
music	N	0.0009714127116291979
pineapple	N	0.0002775464890369137
@user_b1c4d838	@	1
three	$	0.0009435742592942064
things	N	0.0008326394671107411
guys	N	0.0008326394671107411
live	V	0.001209352324643913
without	P	0.000777000777000777
#tellme	#	1
@user_98f4cbb2	@	1
productivity	N	0.00041631973355537054
principles	N	0.0002775464890369137
by	P	0.003574203574203574
personal	A	0.0005115089514066496
manifesto	N	0.0002775464890369137
http://bit.ly/bkdywq	U	1
@user_77296748	@	1
really	R	0.003971680193403557
hoping	V	1
y'all	O	0.0008163265306122449
would	V	0.002553077129803816
driving	V	1
through	P	0.0013986013986013986
albuquerque	^	0.0003305238803503553
turn	V	0.0008062348830959419
21	$	0.0003774297037176826
authority	N	0.0002775464890369137
cocktails	N	0.0002775464890369137
lamar	^	0.0006610477607007106
odom	^	0.0003305238803503553
knocked	V	1
ball	N	0.0002775464890369137
@user_75d04ad0	@	1
hi	!	0.0007283321194464676
!!!	,	0.0043333814820164665
i'm	L	0.0099306726625445
@user_5325eb4f	@	1
im	L	0.002810567734682406
doin	V	0.0005374899220639613
luv	N	0.0002775464890369137
kanye	^	0.0003305238803503553
west's	Z	0.00039108330074305825
runaway	^	0.0004957858205255329
movie	N	0.0011101859561476548
vh1	^	0.0003305238803503553
!...	,	0.0002888920988010978
fact	N	0.0005550929780738274
home	N	0.0019428254232583958
sweet	A	0.0005115089514066496
(@	P	0.000777000777000777
tracy's	Z	0.00039108330074305825
turf	^	0.0003305238803503553
http://4sq.com/ch9ztl	U	1
@user_af3c0e2d	@	1
any	D	0.0021321961620469083
tatts	N	0.0002775464890369137
where's	L	0.00037474236462432077
tattoo	N	0.0002775464890369137
artist	N	0.0005550929780738274
@user_46df73b2	@	1
comment	N	0.0006938662225922842
currently	R	0.0006907269901571404
awaiting	V	1
moderation	N	0.0002775464890369137
chase	V	0.0002687449610319806
them	O	0.0026122448979591837
away	R	0.0010360904852357105
@user_42786e4a	@	1
seriously	R	0.0008634087376964255
can't	V	0.002015587207739855
wait	V	0.0014780972856758936
may	^	0.0003305238803503553
damn	!	0.0016387472687545521
gonna	V	0.0018812147272238647
intel	^	0.0004957858205255329
backs	V	0.0002687449610319806
startups	N	0.0002775464890369137
middle	^	0.0003305238803503553
east	^	0.0003305238803503553
nymgo	^	0.0003305238803503553
jeeran	^	0.0003305238803503553
shoofeetv	^	0.0003305238803503553
intel’s	Z	0.00039108330074305825
investment	N	0.0002775464890369137
arm	N	0.00041631973355537054
capital	^	0.0003305238803503553
,...	~	0.0003582303421099767
http://bit.ly/bmuuqi	U	1
taught	V	0.0002687449610319806
herpes	N	0.0002775464890369137
cause	P	0.0004662004662004662
names	N	0.0002775464890369137
game	N	0.0022203719122953097
play	V	0.0008062348830959419
mouthherpes	N	0.0002775464890369137
xdd	E	0.00038160656363289447
allowed	V	1
—	G	0.00038182512409316535
nope	!	0.0003641660597232338
3	$	0.0011322891111530478
years	N	0.00041631973355537054
http://4ms.me/c08ijl	U	1
@user_2131bb3f	@	1
:d	E	0.0020988360999809196
global	A	0.00034100596760443307
food	N	0.0006938662225922842
crisis	N	0.0002775464890369137
forecast	V	0.0002687449610319806
prices	N	0.0002775464890369137
record	A	0.00034100596760443307
highs	N	0.0002775464890369137
http://newzfor.me/?9524	U	1
@user_edb6c17d	@	1
iight	!	0.0007283321194464676
hold	V	0.0005374899220639613
n	&	0.0016895062887178525
l0l	!	0.0003641660597232338
video	N	0.0033305578684429643
all	R	0.0006907269901571404
look	V	0.0016124697661918839
so	R	0.005353134173717838
cute	A	0.0011935208866155158
specially	R	0.0003453634950785702
ma	D	0.0003280301787764474
ray-ray	^	0.0003305238803503553
@user_db94b1f0	@	1
girl	S	0.00039261876717707107
breath	N	0.0002775464890369137
next	P	0.0004662004662004662
10	$	0.0016984336667295716
---	~	0.0003582303421099767
yours	A	0.00034100596760443307
smell	V	0.0008062348830959419
@user_b6afd8f1	@	1
when	R	0.003108271455707132
field	N	0.0002775464890369137
hard	A	0.0006820119352088661
too	P	0.0003108003108003108
that	R	0.0005180452426178552
dull	A	0.00034100596760443307
!?	,	0.0005777841976021956
rape-the	G	0.00038182512409316535
unlawful	A	0.00034100596760443307
compelling	V	1
woman	N	0.00041631973355537054
physical	A	0.00034100596760443307
force	N	0.0002775464890369137
duress	N	0.0002775464890369137
sexual	A	0.00034100596760443307
intercourse	N	0.0002775464890369137
mc	^	0.0003305238803503553
hammer	^	0.0004957858205255329
beefing	V	1
jay-z	^	0.0004957858205255329
!!??	,	0.0002888920988010978
lmao	!	0.003641660597232338
king	^	0.0003305238803503553
@user_07ef2daa	@	1
lincecum	^	0.0003305238803503553
lookin	V	0.0002687449610319806
real	R	0.0005180452426178552
anxious	A	0.00034100596760443307
@user_5e9b02c2	@	1
-&	&	0.00037544584193730055
like	V	0.0017468422467078742
could	V	0.0014780972856758936
own	N	0.0002775464890369137
bare	V	0.0002687449610319806
alone	R	0.0003453634950785702
&hearts	E	0.00038160656363289447
;	,	0.00130001444460494
10/30's	S	0.00039261876717707107
killer	A	0.00034100596760443307
line-up	N	0.0002775464890369137
features	V	0.0002687449610319806
@user_4c684951	@	1
@user_793a4d5d	@	1
@	@	1
@user_9b50478d	@	1
http://bit.ly/93tuex	U	1
3pm	$	0.0003774297037176826
ricochet's	M	0.0003937007874015748
free	A	0.0006820119352088661
my	!	0.0003641660597232338
inconsiderate	A	0.00034100596760443307
bitch	N	0.0005550929780738274
nosy	A	0.00034100596760443307
@user_22909ff3	@	1
wow	!	0.0016387472687545521
best	A	0.0011935208866155158
self	N	0.0005550929780738274
portraits	N	0.0002775464890369137
ever	R	0.002072180970471421
http://yfrog.com/mryqqj	U	1
@user_17b23694	@	1
uglyy	A	0.00034100596760443307
aha	!	0.0007283321194464676
shannon	^	0.0006610477607007106
better	R	0.0008634087376964255
start	V	0.0009406073636119323
claiming	V	1
his	D	0.002788256519599803
lil	A	0.0008525149190110827
bro	N	0.0013877324451845685
everyone	N	0.0009714127116291979
who	O	0.004081632653061225
likes	V	0.0002687449610319806
erica	^	0.0003305238803503553
haspel	^	0.0003305238803503553
being	V	1
1,000	$	0.0005661445555765239
th	G	0.00038182512409316535
person	N	0.0006938662225922842
our	D	0.003444316877152698
page	N	0.00041631973355537054
great	^	0.0003305238803503553
gizmos	^	0.0003305238803503553
indoor	A	0.00034100596760443307
garden	N	0.0002775464890369137
green	A	0.0010230179028132991
pots	N	0.0002775464890369137
£	G	0.000572737686139748
13.94	$	0.0003774297037176826
save	V	0.0008062348830959419
6.05	$	0.0003774297037176826
]	,	0.0010111223458038423
>>	G	0.00038182512409316535
http://amzn.to/c5e0sy	U	1
#bargains	#	1
#deals	#	1
10.27	$	0.0005661445555765239
james	^	0.0006610477607007106
bond’s	Z	0.00039108330074305825
famous	A	0.00034100596760443307
aston	^	0.0003305238803503553
db5	^	0.0003305238803503553
joined	V	1
‘die	V	0.0002687449610319806
another	D	0.0013121207151057896
day’	N	0.0002775464890369137
jaguar	^	0.0003305238803503553
xkr	^	0.0003305238803503553
http://fb.me/gw1nzzan	U	1
@user_2dd3a3ab	@	1
nooooooo	!	0.0003641660597232338
:(	E	0.0013356229727151307
say	V	0.002015587207739855
thaaaaat	D	0.0003280301787764474
un	^	0.0003305238803503553
votes	V	0.0002687449610319806
against	P	0.0006216006216006216
u.s.	^	0.0008263097008758883
embargo	N	0.0002775464890369137
cuba	^	0.0004957858205255329
19th	A	0.00034100596760443307
year	N	0.0015265056897030252
http://r.einnews.com/kdtqub	U	1
@user_a79d2268	@	1
need	V	1
&	&	0.008635254364557912
listen	V	0.0002687449610319806
blog	N	0.0008326394671107411
more	R	0.002072180970471421
often	R	0.0005180452426178552
wealth	N	0.0002775464890369137
encouragement	N	0.00041631973355537054
knowledge	N	0.0002775464890369137
which	D	0.0008200754469411186
been	V	0.001209352324643913
ignorant	A	0.0005115089514066496
lmaoooo	!	0.0003641660597232338
bunz	N	0.0002775464890369137
@user_894d728e	@	1
night	!	0.0003641660597232338
2	R	0.0003453634950785702
wrong	A	0.0008525149190110827
people	N	0.002775464890369137
judge	V	0.0002687449610319806
others	N	0.00041631973355537054
there	D	0.0003280301787764474
religion	N	0.0002775464890369137
gets	V	0.0006718624025799516
nerves	N	0.0002775464890369137
**	,	0.0002888920988010978
mixtape	N	0.00041631973355537054
welcome	V	0.0005374899220639613
a	^	0.0003305238803503553
@user_a6a2257c	@	1
@user_2c7e8d19	@	1
http://bit.ly/theaondatpiff	U	1
#follow	V	0.0002687449610319806
---->	G	0.00038182512409316535
@user_6c80d574	@	1
@user_8200de4e	@	1
@user_a40eee83	@	1
@user_7b0e0bea	@	1
@user_27980140	@	1
@user_3ccbc020	@	1
@user_cac735c9	@	1
@user_1c2c3bee	@	1
@user_1a4223e1	@	1
hmm	!	0.0003641660597232338
iono	L	0.00037474236462432077
what	D	0.0004920452681646711
buy	V	0.0006718624025799516
-_-	E	0.0013356229727151307
suggestions	N	0.0002775464890369137
xbox	^	0.0004957858205255329
miami	^	0.0011568335812262437
only	R	0.0008634087376964255
let's	L	0.0007494847292486415
4th	A	0.00034100596760443307
quarter	N	0.0002775464890369137
unfolds	V	0.0002687449610319806
@user_58a67168	@	1
@user_62ac5a74	@	1
@user_62121108	@	1
morning	!	0.0003641660597232338
#etp	N	0.0002775464890369137
fam	N	0.0002775464890369137
@user_3aac01da	@	1
#subeta	^	0.0003305238803503553
can	V	0.005374899220639613
admit	V	0.0002687449610319806
crying	V	1
pokemon	^	0.0003305238803503553
movies	N	0.00041631973355537054
ngl	G	0.00038182512409316535
did	V	0.002015587207739855
too	R	0.003798998445864272
@user_997b43ad	@	1
experience	N	0.0002775464890369137
stuff	N	0.0006938662225922842
doesn't	V	0.001209352324643913
happen	V	0.0005374899220639613
america	^	0.0003305238803503553
fuck	!	0.0003641660597232338
@user_3955897c	@	1
awesome	A	0.0011935208866155158
old	A	0.001534526854219949
man	N	0.0029142381348875937
makes	V	0.0010749798441279225
jack-o-lantern	N	0.0002775464890369137
gun	N	0.00041631973355537054
http://huff.to/cgyukq	U	1
won	V	0.00040311744154797097
auction	N	0.0002775464890369137
3-bikes	N	0.0002775464890369137
an	&	0.0005631687629059508
caddy	N	0.0002775464890369137
combo	N	0.0002775464890369137
box	N	0.0002775464890369137
http://listia.com/148hw?r=36159	U	1
@user_41e891bb	@	1
somebody	N	0.00041631973355537054
broke	V	0.0002687449610319806
ya	D	0.0004920452681646711
gshock	^	0.0003305238803503553
?!?	,	0.0002888920988010978
naw	!	0.0007283321194464676
completely	R	0.0005180452426178552
offended	V	1
@user_9b9c6d95	@	1
austin	^	0.0003305238803503553
commercial	N	0.0008326394671107411
real	N	0.0002775464890369137
estate	N	0.00041631973355537054
market	N	0.00041631973355537054
out	V	0.0002687449610319806
strides	V	0.0002687449610319806
national	N	0.0002775464890369137
...:	,	0.00043333814820164666
while	P	0.000777000777000777
rest	N	0.0005550929780738274
country	N	0.0005550929780738274
thei	G	0.00038182512409316535
http	U	1
@user_7bb2f847	@	1
insult	V	0.0002687449610319806
stupid	A	0.0005115089514066496
want	V	0.002553077129803816
watch	V	0.001209352324643913
sappy	A	0.0005115089514066496
kim	^	0.0006610477607007106
asked	V	1
—	~	0.0005373455131649651
i've	L	0.001498969458497283
watched	V	1
several	A	0.0005115089514066496
times	N	0.0006938662225922842
http://4ms.me/9ydplg	U	1
die	V	0.0006718624025799516
cry	V	0.0006718624025799516
get	V	0.007121741467347487
high	A	0.0013640238704177323
fly	V	0.0002687449610319806
agree	V	0.0002687449610319806
that	P	0.004662004662004662
humanizing	V	1
brand	N	0.0002775464890369137
paramount	A	0.00034100596760443307
associating	V	1
w	P	0.0003108003108003108
1	$	0.001321003963011889
personality	N	0.0002775464890369137
risk	N	0.00041631973355537054
dell	^	0.0003305238803503553
vzn	^	0.0003305238803503553
tiger	^	0.0003305238803503553
mj	^	0.0003305238803503553
#brandchat	#	1
@user_0f4a7c9b	@	1
touch	V	0.0002687449610319806
live	A	0.0005115089514066496
pair	N	0.0002775464890369137
pig's	S	0.00039261876717707107
lungs	N	0.0002775464890369137
kept	V	0.0002687449610319806
room	N	0.0005550929780738274
temp-new	G	0.00038182512409316535
tech	N	0.0002775464890369137
http://yfrog.com/8dvz0j	U	1
since	P	0.000777000777000777
#us	^	0.0003305238803503553
going	V	1
down	P	0.0006216006216006216
tubes	N	0.0002775464890369137
worst	A	0.0008525149190110827
way	N	0.0009714127116291979
anyone	N	0.0008326394671107411
suggest	V	0.0002687449610319806
better	A	0.0010230179028132991
??	,	0.0020222446916076846
#casen	#	1
#cagov	#	1
#whitman	#	1
/brown	#	0.0003812428516965307
carolyn	^	0.0003305238803503553
haas	V	0.0002687449610319806
maagic	N	0.0002775464890369137
(:	E	0.0017172295363480253
use	V	0.0008062348830959419
luck	N	0.0005550929780738274
wish	V	0.0008062348830959419
minds	N	0.0002775464890369137
sometimes	R	0.0005180452426178552
hear	V	0.0009406073636119323
bad	A	0.002216538789428815
opinions	N	0.0002775464890369137
person's	S	0.00039261876717707107
might	V	0.0008062348830959419
cause	V	0.0002687449610319806
war	N	0.0002775464890369137
predict	V	1
won't	V	0.0006718624025799516
single	A	0.00034100596760443307
cliff	^	0.0003305238803503553
lee	^	0.0003305238803503553
he	O	0.0047346938775510205
loses	V	0.00040311744154797097
@user_485b77dc	@	1
texas	^	0.0008263097008758883
cont	~	0.0014329213684399068
http://tl.gd/6meogh	U	1
ran	V	0.00040311744154797097
2.3	$	0.0003774297037176826
mi	N	0.0002775464890369137
10/27/2010	$	0.0003774297037176826
6:40	$	0.0003774297037176826
http://go.nike.com/0997uv8	U	1
@user_88ada988	@	1
lord	^	0.0003305238803503553
@user_eab4f53b	@	1
#sexstrology	#	1
security	N	0.00041631973355537054
protection	N	0.0002775464890369137
important	A	0.0006820119352088661
capricorn	^	0.0003305238803503553
passion	N	0.0002775464890369137
lavish	A	0.00034100596760443307
gifts	N	0.0002775464890369137
words	N	0.00041631973355537054
fla	G	0.00038182512409316535
@user_ee2098b5	@	1
nasty	A	0.0006820119352088661
perv	N	0.0002775464890369137
@user_31230812	@	1
hurts	V	0.0005374899220639613
varsha	^	0.0003305238803503553
cooking	V	1
lunch	N	0.0005550929780738274
yayyy	!	0.0003641660597232338
baby	N	0.0009714127116291979
bear	N	0.0002775464890369137
we	O	0.00636734693877551
pressd	V	0.0002687449610319806
da	D	0.002460226340823356
nigga	N	0.0022203719122953097
some	D	0.0042643923240938165
slimey	A	0.00034100596760443307
shit	N	0.0023591451568137664
2	$	0.001321003963011889
four	$	0.0005661445555765239
dem	O	0.00032653061224489796
dey	O	0.0004897959183673469
brolik	A	0.00034100596760443307
grown	A	0.0005115089514066496
ass	A	0.00034100596760443307
men	N	0.0005550929780738274
@user_d976bf09	@	1
word	!	0.0005462490895848507
bout	R	0.0005180452426178552
holla	V	0.00040311744154797097
her	O	0.0016326530612244899
twitter	^	0.0011568335812262437
@user_32478be9	@	1
#trushit	#	1
tryna	V	0.0002687449610319806
fucc	V	0.0002687449610319806
nicki	^	0.0008263097008758883
minaj	^	0.0004957858205255329
@user_52d68fdf	@	1
most	R	0.0008634087376964255
impressive	A	0.00034100596760443307
quality	N	0.00041631973355537054
display	V	0.0002687449610319806
meeting	N	0.0006938662225922842
....	,	0.0034667051856131733
curiosity	N	0.0002775464890369137
#strengths	#	1
sick	A	0.0006820119352088661
reallyyyyyyyyyyyyyyyyyyyyyyy	R	0.0003453634950785702
fucken	R	0.0003453634950785702
sucks	V	0.0006718624025799516
!.	,	0.00043333814820164666
o____o	E	0.00038160656363289447
omfg	!	0.0003641660597232338
wtf	!	0.0003641660597232338
.?!!	,	0.0002888920988010978
re	N	0.0002775464890369137
.!	,	0.0002888920988010978
@user_958a17d9	@	1
otay	!	0.0003641660597232338
@user_da60c379	@	1
wanted	V	1
him	O	0.0016326530612244899
sat	V	0.0002687449610319806
ass	N	0.0013877324451845685
somewhere	R	0.0003453634950785702
doing	V	1
@user_21ea9fef	@	1
oo	!	0.0003641660597232338
basically	R	0.0003453634950785702
worth	A	0.0006820119352088661
it	T	0.0007714561234329798
fuck	V	0.0005374899220639613
long	A	0.0006820119352088661
last	A	0.0013640238704177323
@user_eae9014f	@	1
ima	L	0.000936855911560802
like	A	0.00034100596760443307
6:30	$	0.0003774297037176826
@user_133cfa4a	@	1
mark	^	0.0004957858205255329
lowe	^	0.0003305238803503553
